iter	F1	Logloss
84	1	0.001743399651
85	1	0.001716195468
86	1	0.001695398401
87	1	0.001666958819
88	1	0.001647383533
89	1	0.001628156356
90	1	0.001606499661
91	1	0.001587503569
92	1	0.001569369599
93	1	0.001550800218
94	1	0.001530557711
95	1	0.00151216845
96	1	0.001494144986
97	1	0.001475576484
98	1	0.001458719223
99	1	0.001443902323
100	1	0.001427554995
101	1	0.001413269217
102	1	0.001399463774
103	1	0.001384440529
104	1	0.001369906937
105	1	0.001356558725
106	1	0.001343066864
107	1	0.001329457038
108	1	0.00131618317
109	1	0.001303269522
110	1	0.001290953626
111	1	0.001278007022
112	1	0.001265057826
113	1	0.001252452029
114	1	0.001240959237
115	1	0.001229228558
116	1	0.001217133248
117	1	0.001206409367
118	1	0.001195884675
119	1	0.001184929864
120	1	0.001174349233
121	1	0.001163893319
122	1	0.001153674443
123	1	0.001143855343
124	1	0.001134613805
125	1	0.001125014625
126	1	0.001114638813
127	1	0.001105433722
128	1	0.001096144663
129	1	0.001087320452
130	1	0.001078756575
131	1	0.001070385646
132	1	0.001062062142
133	1	0.001054296259
134	1	0.001046033259
135	1	0.001038253362
136	1	0.001030295725
137	1	0.001021750717
138	1	0.001014086118
139	1	0.001006565138
140	1	0.0009991831058
141	1	0.0009924029698
142	1	0.00098546212
143	1	0.0009784487925
144	1	0.0009715587531
145	1	0.0009650132097
146	1	0.0009583483804
147	1	0.000951796529
148	1	0.0009453543658
149	1	0.0009390187407
150	1	0.0009327866358
151	1	0.0009268334708
152	1	0.0009207917054
153	1	0.0009150154736
154	1	0.00090932416
155	1	0.0009035463681
156	1	0.0008978571937
157	1	0.0008922543265
158	1	0.0008861419799
159	1	0.0008792396883
160	1	0.0008733204221
161	1	0.0008674932752
162	1	0.0008617559157
163	1	0.0008561060944
164	1	0.000850541641
165	1	0.0008450604607
166	1	0.0008396605308
167	1	0.0008343398971
168	1	0.0008290966715
169	1	0.0008239290287
170	1	0.0008188352037
171	1	0.000813813489
172	1	0.0008088622326
173	1	0.0008039798351
174	1	0.0007991647482
175	1	0.0007944154721
176	1	0.0007897305537
177	1	0.0007851085846
178	1	0.0007805481998
179	1	0.0007760480752
180	1	0.0007716069268
181	1	0.0007672056505
182	1	0.0007628769632
183	1	0.0007585881815
184	1	0.0007543674202
185	1	0.0007501865512
186	1	0.0007460598994
187	1	0.0007419921893
188	1	0.0007379669717
189	1	0.0007339927002
190	1	0.0007300692098
191	1	0.0007261904295
192	1	0.0007223595955
193	1	0.0007185757272
194	1	0.000714831415
195	1	0.0007111311017
196	1	0.0007074769735
197	1	0.0007038663506
198	1	0.0006995192673
199	1	0.0006959903612
200	1	0.000691753792
201	1	0.0006883105191
202	1	0.0006841799639
203	1	0.00068082483
204	1	0.0006767962755
205	1	0.0006735129801
206	1	0.0006695821878
207	1	0.0006657059355
208	1	0.000662538452
209	1	0.0006594105983
210	1	0.0006563087255
211	1	0.000653239516
212	1	0.0006495674039
213	1	0.0006459441405
214	1	0.0006429789263
215	1	0.0006400441309
216	1	0.0006365374794
217	1	0.0006330761334
218	1	0.0006296591161
219	1	0.0006268572682
220	1	0.0006240784059
221	1	0.0006207678341
222	1	0.0006174984866
223	1	0.0006148129313
224	1	0.0006116136956
225	1	0.0006089842094
226	1	0.0006058526843
227	1	0.0006027587962
228	1	0.0006002030079
229	1	0.0005976713365
230	1	0.0005946031197
231	1	0.0005921286122
232	1	0.0005891874983
233	1	0.0005862803734
234	1	0.0005833451539
235	1	0.0005809622266
236	1	0.0005786081592
237	1	0.0005758159785
238	1	0.000573524753
239	1	0.0005707291444
240	1	0.0005684634428
241	1	0.0005662086835
242	1	0.0005635464774
243	1	0.0005608582659
244	1	0.0005586672301
245	1	0.0005560840547
246	1	0.0005539329136
247	1	0.000550375444
248	1	0.000547876907
249	1	0.0005444107694
250	1	0.0005409981863
251	1	0.0005376377658
252	1	0.0005343281676
253	1	0.0005310681002
254	1	0.0005278563189
255	1	0.0005246916232
256	1	0.0005215728555
257	1	0.0005184988983
258	1	0.000515468673
259	1	0.0005124811378
260	1	0.0005095352861
261	1	0.0005066301452
262	1	0.0005037647747
263	1	0.0005009382648
264	1	0.0004981497356
265	1	0.0004953983353
266	1	0.0004926832394
267	1	0.0004900036492
268	1	0.0004873587911
269	1	0.0004847479155
270	1	0.0004821702957
271	1	0.000479625227
272	1	0.0004771120259
273	1	0.0004746300294
274	1	0.0004721785941
275	1	0.0004697570952
276	1	0.0004673649262
277	1	0.000465001498
278	1	0.0004626662383
279	1	0.0004603585908
280	1	0.000458078015
281	1	0.0004558239853
282	1	0.0004535959906
283	1	0.0004513935337
284	1	0.0004496782721
285	1	0.0004475184507
286	1	0.0004457974212
287	1	0.0004441348754
288	1	0.0004424509225
289	1	0.0004407860556
290	1	0.0004391737014
291	1	0.0004371217185
292	1	0.0004355076425
293	1	0.0004339111565
294	1	0.0004323318667
295	1	0.0004307693937
296	1	0.0004292491669
297	1	0.000427743194
298	1	0.0004262256159
299	1	0.0004247475255
